KPI,BatsManID,BowlerID,BatsManName,BowlerName,Runs,RunsThroughExtras,TotalRuns,BallsFaced,StrikeRate,DotBalls,DBPercent,DotBallFrequency,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,BdryFreq,BdryPercent,WicketLost,RPSS
Head To Head,2018-100mb00000000023-201fd633e99d11,2023-100mb00000002518-9a5f0c5357b311,Marcus Stoinis,Spencer Johnson,4,0,4,1,400.00,0,0.00,0.00,1,0,0,0,1,0,1.00,100.00,0,4.00
Head To Head,2019-100mb00000000136-9313d156449c11,2019-100mb00000000100-f196053e43f611,Nicholas Pooran,Mohit Sharma,7,0,7,2,350.00,0,0.00,0.00,2,1,0,0,0,1,2.00,85.71,0,3.50
Head To Head,2019-100mb00000000136-9313d156449c11,2019-100mb00000000127-b2131830449911,Nicholas Pooran,Darshan Nalkande,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000136-9313d156449c11,2019-100mb00000000218-42d9d6f544bf11,Nicholas Pooran,Rashid Khan,13,0,13,7,185.71,1,14.29,7.00,6,3,2,0,0,1,7.00,46.15,0,2.17
Head To Head,2019-100mb00000000136-9313d156449c11,2022-100mb00000000975-56f6385ba44611,Nicholas Pooran,Noor Ahmad,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000136-9313d156449c11,2023-100mb00000002518-9a5f0c5357b311,Nicholas Pooran,Spencer Johnson,8,0,8,9,88.89,6,66.67,1.50,3,2,0,0,0,1,9.00,75.00,0,2.67
Head To Head,2019-100mb00000000170-9429250944ae11,2018-100mb00000000021-a294dad8e99c11,Quinton De Kock,Umesh Yadav,6,0,6,4,150.00,3,75.00,1.33,1,0,0,0,0,1,4.00,100.00,1,6.00
Head To Head,2019-100mb00000000200-1283ad3244ba11,2018-100mb00000000021-a294dad8e99c11,Devdutt Padikkal,Umesh Yadav,4,0,4,4,100.00,3,75.00,1.33,1,0,0,0,1,0,4.00,100.00,1,4.00
Head To Head,2019-100mb00000000200-1283ad3244ba11,2023-100mb00000002518-9a5f0c5357b311,Devdutt Padikkal,Spencer Johnson,3,0,3,3,100.00,2,66.67,1.50,1,0,0,1,0,0,0.00,0.00,0,3.00
Head To Head,2022-100mb00000000985-f5950061a44811,2019-100mb00000000100-f196053e43f611,Ayush Badoni,Mohit Sharma,10,0,10,4,250.00,0,0.00,0.00,4,2,0,0,2,0,2.00,80.00,0,2.50
Head To Head,2022-100mb00000000985-f5950061a44811,2019-100mb00000000127-b2131830449911,Ayush Badoni,Darshan Nalkande,2,0,2,1,200.00,0,0.00,0.00,1,0,1,0,0,0,0.00,0.00,0,2.00
Head To Head,2022-100mb00000000985-f5950061a44811,2019-100mb00000000218-42d9d6f544bf11,Ayush Badoni,Rashid Khan,3,0,3,4,75.00,1,25.00,4.00,3,3,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2022-100mb00000000985-f5950061a44811,2023-100mb00000002518-9a5f0c5357b311,Ayush Badoni,Spencer Johnson,5,1,6,2,300.00,0,0.00,0.00,2,1,0,0,1,0,2.00,66.67,0,3.00
Head To Head,2018-100mb00000000021-a294dad8e99c11,2021-100mb00000000639-cf9c67ec2fe411,Umesh Yadav,Naveen-Ul-Haq,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2018-100mb00000000021-a294dad8e99c11,2022-100mb00000001550-b8b1d54854ee11,Umesh Yadav,Yash Thakur,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2019-100mb00000000061-6d68257c17f311,2018-100mb00000000017-5e389774e99c11,Vijay Shankar,Krunal Pandya,5,0,5,6,83.33,1,16.67,6.00,5,5,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000061-6d68257c17f311,2020-100mb00000000520-c2b1e0df638711,Vijay Shankar,Ravi Bishnoi,3,1,4,4,100.00,1,25.00,4.00,3,3,0,0,0,0,0.00,0.00,0,1.33
Head To Head,2019-100mb00000000061-6d68257c17f311,2020-100mb00000000532-63bf237a639811,Vijay Shankar,M Siddharth,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000061-6d68257c17f311,2021-100mb00000000639-cf9c67ec2fe411,Vijay Shankar,Naveen-Ul-Haq,8,0,8,4,200.00,1,25.00,4.00,3,2,0,0,0,1,4.00,75.00,0,2.67
Head To Head,2019-100mb00000000061-6d68257c17f311,2022-100mb00000001550-b8b1d54854ee11,Vijay Shankar,Yash Thakur,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000062-8fa4884a17f311,2020-100mb00000000532-63bf237a639811,Shubman Gill,M Siddharth,7,0,7,13,53.85,7,53.85,1.86,6,5,1,0,0,0,0.00,0.00,0,1.17
Head To Head,2019-100mb00000000062-8fa4884a17f311,2021-100mb00000000639-cf9c67ec2fe411,Shubman Gill,Naveen-Ul-Haq,3,0,3,3,100.00,1,33.33,3.00,2,1,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2019-100mb00000000062-8fa4884a17f311,2022-100mb00000000987-e0fbfce6a44911,Shubman Gill,Mayank Yadav,4,0,4,1,400.00,0,0.00,0.00,1,0,0,0,1,0,1.00,100.00,0,4.00
Head To Head,2019-100mb00000000062-8fa4884a17f311,2022-100mb00000001550-b8b1d54854ee11,Shubman Gill,Yash Thakur,5,0,5,4,125.00,2,50.00,2.00,2,1,0,0,1,0,4.00,80.00,1,2.50
Head To Head,2019-100mb00000000065-4ae3f0e41e3711,2018-100mb00000000017-5e389774e99c11,Kane Williamson,Krunal Pandya,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000065-4ae3f0e41e3711,2020-100mb00000000520-c2b1e0df638711,Kane Williamson,Ravi Bishnoi,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000120-7489ddcc449711,2018-100mb00000000017-5e389774e99c11,Rahul Tewatia,Krunal Pandya,1,0,1,4,25.00,3,75.00,1.33,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000120-7489ddcc449711,2021-100mb00000000639-cf9c67ec2fe411,Rahul Tewatia,Naveen-Ul-Haq,12,2,14,11,127.27,4,36.36,2.75,8,6,1,0,1,0,11.00,28.57,0,1.75
Head To Head,2019-100mb00000000120-7489ddcc449711,2022-100mb00000001550-b8b1d54854ee11,Rahul Tewatia,Yash Thakur,17,3,20,9,222.22,4,55.56,1.80,4,1,0,0,1,2,3.00,80.00,1,5.00
Head To Head,2019-100mb00000000127-b2131830449911,2018-100mb00000000017-5e389774e99c11,Darshan Nalkande,Krunal Pandya,2,0,2,5,40.00,3,60.00,1.67,2,2,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2019-100mb00000000127-b2131830449911,2020-100mb00000000520-c2b1e0df638711,Darshan Nalkande,Ravi Bishnoi,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000127-b2131830449911,2020-100mb00000000532-63bf237a639811,Darshan Nalkande,M Siddharth,8,0,8,4,200.00,1,25.00,4.00,3,2,0,0,0,1,4.00,75.00,0,2.67
Head To Head,2019-100mb00000000218-42d9d6f544bf11,2022-100mb00000001550-b8b1d54854ee11,Rashid Khan,Yash Thakur,0,0,0,3,0.00,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2022-100mb00000000975-56f6385ba44611,2022-100mb00000001550-b8b1d54854ee11,Noor Ahmad,Yash Thakur,4,0,4,2,200.00,1,50.00,2.00,1,0,0,0,1,0,2.00,100.00,1,4.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2018-100mb00000000017-5e389774e99c11,Sai Sudharsan,Krunal Pandya,1,0,1,4,25.00,3,75.00,1.33,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2020-100mb00000000520-c2b1e0df638711,Sai Sudharsan,Ravi Bishnoi,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2020-100mb00000000532-63bf237a639811,Sai Sudharsan,M Siddharth,8,6,14,5,280.00,1,40.00,2.50,6,4,2,0,0,0,0.00,0.00,0,2.33
Head To Head,2022-100mb00000000976-79aa33cca44611,2021-100mb00000000639-cf9c67ec2fe411,Sai Sudharsan,Naveen-Ul-Haq,10,0,10,3,333.33,0,0.00,0.00,3,0,1,0,2,0,1.50,80.00,0,3.33
Head To Head,2022-100mb00000000976-79aa33cca44611,2022-100mb00000000987-e0fbfce6a44911,Sai Sudharsan,Mayank Yadav,9,0,9,5,180.00,2,40.00,2.50,3,1,0,0,2,0,2.50,88.89,0,3.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2022-100mb00000001550-b8b1d54854ee11,Sai Sudharsan,Yash Thakur,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2023-100mb00000002518-9a5f0c5357b311,2022-100mb00000001550-b8b1d54854ee11,Spencer Johnson,Yash Thakur,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2024-100mb00000003117-d430a473e83911,2018-100mb00000000017-5e389774e99c11,B R Sharath,Krunal Pandya,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2024-100mb00000003117-d430a473e83911,2020-100mb00000000520-c2b1e0df638711,B R Sharath,Ravi Bishnoi,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2018-100mb00000000046-06b5ba89f88b11,Shreyas Iyer,Ravindra Jadeja,10,0,10,10,100.00,3,30.00,3.33,7,6,0,0,1,0,10.00,40.00,0,1.43
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2019-100mb00000000105-4c526de743fe11,Shreyas Iyer,Shardul Thakur,9,1,10,8,125.00,2,25.00,4.00,6,5,0,0,1,0,8.00,40.00,0,1.67
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2019-100mb00000000258-e46e7f697acb11,Shreyas Iyer,Mustafizur Rahman,2,0,2,2,100.00,1,50.00,2.00,1,0,1,0,0,0,0.00,0.00,1,2.00
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2020-100mb00000000539-04833b65639b11,Shreyas Iyer,Tushar Deshpande,6,0,6,3,200.00,0,0.00,0.00,3,2,0,0,1,0,3.00,66.67,0,2.00
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2021-100mb00000000629-11c540100bd311,Shreyas Iyer,Maheesh Theekshana,5,0,5,5,100.00,1,20.00,5.00,4,3,1,0,0,0,0.00,0.00,0,1.25
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2021-100mb00000000724-7645abdd460011,Shreyas Iyer,Rachin Ravindra,2,0,2,4,50.00,2,50.00,2.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000031-b334eaf6f08611,2019-100mb00000000258-e46e7f697acb11,Mitchell Starc,Mustafizur Rahman,0,0,0,3,0.00,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000141-e67c41d144a711,2019-100mb00000000258-e46e7f697acb11,Andre Russell,Mustafizur Rahman,5,2,7,5,140.00,4,80.00,1.25,2,1,0,0,1,0,5.00,57.14,0,3.50
Head To Head,2019-100mb00000000141-e67c41d144a711,2020-100mb00000000539-04833b65639b11,Andre Russell,Tushar Deshpande,5,1,6,4,150.00,2,50.00,2.00,2,1,0,0,1,0,4.00,66.67,1,3.00
Head To Head,2019-100mb00000000152-335aed3d44aa11,2018-100mb00000000046-06b5ba89f88b11,Rinku Singh,Ravindra Jadeja,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000152-335aed3d44aa11,2019-100mb00000000105-4c526de743fe11,Rinku Singh,Shardul Thakur,5,1,6,4,150.00,0,25.00,4.00,4,3,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2019-100mb00000000152-335aed3d44aa11,2020-100mb00000000539-04833b65639b11,Rinku Singh,Tushar Deshpande,2,0,2,3,66.67,2,66.67,1.50,1,0,1,0,0,0,0.00,0.00,1,2.00
Head To Head,2019-100mb00000000152-335aed3d44aa11,2021-100mb00000000629-11c540100bd311,Rinku Singh,Maheesh Theekshana,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2018-100mb00000000046-06b5ba89f88b11,Sunil Narine,Ravindra Jadeja,1,1,2,2,100.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,2.00
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2019-100mb00000000105-4c526de743fe11,Sunil Narine,Shardul Thakur,5,0,5,2,250.00,0,0.00,0.00,2,1,0,0,1,0,2.00,80.00,0,2.50
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2019-100mb00000000258-e46e7f697acb11,Sunil Narine,Mustafizur Rahman,1,1,2,4,50.00,3,75.00,1.33,1,1,0,0,0,0,0.00,0.00,0,2.00
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2020-100mb00000000539-04833b65639b11,Sunil Narine,Tushar Deshpande,14,5,19,9,211.11,5,66.67,1.50,3,0,0,0,2,1,3.00,73.68,0,6.33
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2021-100mb00000000629-11c540100bd311,Sunil Narine,Maheesh Theekshana,6,0,6,3,200.00,2,66.67,1.50,1,0,0,0,0,1,3.00,100.00,0,6.00
Head To Head,2019-100mb00000000160-970c8ab644ac11,2019-100mb00000000258-e46e7f697acb11,Anukul Roy,Mustafizur Rahman,0,1,1,1,100.00,0,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2019-100mb00000000160-970c8ab644ac11,2020-100mb00000000539-04833b65639b11,Anukul Roy,Tushar Deshpande,3,0,3,2,150.00,0,0.00,0.00,2,1,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2021-100mb00000000583-8f4c0c4491dd11,2019-100mb00000000258-e46e7f697acb11,Vaibhav Arora,Mustafizur Rahman,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000584-a3f48c1791dd11,2018-100mb00000000046-06b5ba89f88b11,Venkatesh Iyer,Ravindra Jadeja,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2021-100mb00000000584-a3f48c1791dd11,2021-100mb00000000629-11c540100bd311,Venkatesh Iyer,Maheesh Theekshana,2,0,2,6,33.33,5,83.33,1.20,1,0,1,0,0,0,0.00,0.00,0,2.00
Head To Head,20214a2b63d55d7711ec9c9202ea608,2018-100mb00000000046-06b5ba89f88b11,Angkrish Raghuvanshi,Ravindra Jadeja,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,20214a2b63d55d7711ec9c9202ea608,2019-100mb00000000105-4c526de743fe11,Angkrish Raghuvanshi,Shardul Thakur,6,0,6,4,150.00,1,25.00,4.00,3,2,0,0,1,0,4.00,66.67,0,2.00
Head To Head,20214a2b63d55d7711ec9c9202ea608,2019-100mb00000000258-e46e7f697acb11,Angkrish Raghuvanshi,Mustafizur Rahman,10,0,10,8,125.00,4,50.00,2.00,4,2,0,0,2,0,4.00,80.00,0,2.50
Head To Head,20214a2b63d55d7711ec9c9202ea608,2020-100mb00000000539-04833b65639b11,Angkrish Raghuvanshi,Tushar Deshpande,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,20214a2b63d55d7711ec9c9202ea608,2021-100mb00000000629-11c540100bd311,Angkrish Raghuvanshi,Maheesh Theekshana,7,0,7,3,233.33,1,33.33,3.00,2,1,0,0,0,1,3.00,85.71,0,3.50
Head To Head,2022-100mb00000000991-d9fbad51a44b11,2018-100mb00000000046-06b5ba89f88b11,Ramandeep Singh,Ravindra Jadeja,4,0,4,6,66.67,3,50.00,2.00,3,2,1,0,0,0,0.00,0.00,0,1.33
Head To Head,2022-100mb00000000991-d9fbad51a44b11,2021-100mb00000000629-11c540100bd311,Ramandeep Singh,Maheesh Theekshana,7,0,7,4,175.00,2,50.00,2.00,2,1,0,0,0,1,4.00,85.71,1,3.50
Head To Head,2022-100mb00000000991-d9fbad51a44b11,2021-100mb00000000724-7645abdd460011,Ramandeep Singh,Rachin Ravindra,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000001220-372333e3f9f711,2020-100mb00000000539-04833b65639b11,Phil Salt,Tushar Deshpande,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000057-57100cf415ba11,2019-100mb00000000160-970c8ab644ac11,MS Dhoni,Anukul Roy,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000057-57100cf415ba11,2021-100mb00000000583-8f4c0c4491dd11,MS Dhoni,Vaibhav Arora,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2019-100mb00000000083-a7fea83029c211,2019-100mb00000000140-a41b85f2449d11,Daryl Mitchell,Varun Chakaravarthy,4,0,4,5,80.00,2,40.00,2.50,3,2,1,0,0,0,0.00,0.00,0,1.33
Head To Head,2019-100mb00000000083-a7fea83029c211,2019-100mb00000000141-e67c41d144a711,Daryl Mitchell,Andre Russell,1,1,2,1,200.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,2.00
Head To Head,2019-100mb00000000083-a7fea83029c211,2019-100mb00000000156-a6b6f42c44aa11,Daryl Mitchell,Sunil Narine,17,0,17,8,212.50,1,12.50,8.00,7,3,2,0,1,1,4.00,58.82,1,2.43
Head To Head,2019-100mb00000000083-a7fea83029c211,2021-100mb00000000583-8f4c0c4491dd11,Daryl Mitchell,Vaibhav Arora,3,0,3,5,60.00,2,40.00,2.50,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000102-28e7fca043fc11,2018-100mb00000000031-b334eaf6f08611,Ruturaj Gaikwad,Mitchell Starc,8,1,9,9,100.00,5,55.56,1.80,4,2,1,0,1,0,9.00,44.44,0,2.25
Head To Head,2019-100mb00000000102-28e7fca043fc11,2019-100mb00000000140-a41b85f2449d11,Ruturaj Gaikwad,Varun Chakaravarthy,10,2,12,14,85.71,5,42.86,2.33,8,6,2,0,0,0,0.00,0.00,0,1.50
Head To Head,2019-100mb00000000102-28e7fca043fc11,2019-100mb00000000141-e67c41d144a711,Ruturaj Gaikwad,Andre Russell,6,0,6,5,120.00,2,40.00,2.50,3,2,0,0,1,0,5.00,66.67,0,2.00
Head To Head,2019-100mb00000000102-28e7fca043fc11,2019-100mb00000000156-a6b6f42c44aa11,Ruturaj Gaikwad,Sunil Narine,8,0,8,10,80.00,2,20.00,5.00,8,8,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000102-28e7fca043fc11,2019-100mb00000000160-970c8ab644ac11,Ruturaj Gaikwad,Anukul Roy,17,0,17,8,212.50,3,37.50,2.67,5,1,0,0,4,0,2.00,94.12,0,3.40
Head To Head,2019-100mb00000000102-28e7fca043fc11,2021-100mb00000000583-8f4c0c4491dd11,Ruturaj Gaikwad,Vaibhav Arora,18,0,18,12,150.00,4,33.33,3.00,8,4,1,0,3,0,4.00,66.67,0,2.25
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2018-100mb00000000031-b334eaf6f08611,Shivam Dube,Mitchell Starc,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,0,2.50
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2019-100mb00000000140-a41b85f2449d11,Shivam Dube,Varun Chakaravarthy,12,0,12,5,240.00,3,60.00,1.67,2,0,0,0,0,2,2.50,100.00,0,6.00
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2019-100mb00000000156-a6b6f42c44aa11,Shivam Dube,Sunil Narine,5,0,5,6,83.33,2,33.33,3.00,4,3,1,0,0,0,0.00,0.00,0,1.25
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2021-100mb00000000583-8f4c0c4491dd11,Shivam Dube,Vaibhav Arora,6,0,6,4,150.00,3,75.00,1.33,1,0,0,0,0,1,4.00,100.00,1,6.00
Head To Head,2021-100mb00000000724-7645abdd460011,2018-100mb00000000031-b334eaf6f08611,Rachin Ravindra,Mitchell Starc,14,1,15,6,250.00,1,16.67,6.00,5,2,0,0,3,0,2.00,80.00,0,3.00
Head To Head,2021-100mb00000000724-7645abdd460011,2021-100mb00000000583-8f4c0c4491dd11,Rachin Ravindra,Vaibhav Arora,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2018-100mb00000000015-3501d442e99c11,2019-100mb00000000116-dbd48930449611,Bhuvneshwar Kumar,Kagiso Rabada,0,1,1,3,33.33,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2018-100mb00000000015-3501d442e99c11,2019-100mb00000000125-2485f88b449911,Bhuvneshwar Kumar,Arshdeep Singh,3,0,3,2,150.00,0,0.00,0.00,2,1,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2018-100mb00000000015-3501d442e99c11,2019-100mb00000000138-5bd8fcf6449d11,Bhuvneshwar Kumar,Sam Curran,3,0,3,3,100.00,1,33.33,3.00,2,1,1,0,0,0,0.00,0.00,1,1.50
Head To Head,2018-100mb00000000033-d93110bbf88911,2019-100mb00000000116-dbd48930449611,Pat Cummins,Kagiso Rabada,2,1,3,3,100.00,2,66.67,1.50,1,0,1,0,0,0,0.00,0.00,1,3.00
Head To Head,2018-100mb00000000033-d93110bbf88911,2019-100mb00000000125-2485f88b449911,Pat Cummins,Arshdeep Singh,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000037-4e250de6f88a11,2019-100mb00000000116-dbd48930449611,Travis Head,Kagiso Rabada,20,0,20,12,166.67,6,50.00,2.00,6,0,2,0,4,0,3.00,80.00,0,3.33
Head To Head,2018-100mb00000000037-4e250de6f88a11,2019-100mb00000000125-2485f88b449911,Travis Head,Arshdeep Singh,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2019-100mb00000000180-1352e0b244b611,2019-100mb00000000138-5bd8fcf6449d11,Jaydev Unadkat,Sam Curran,6,0,6,1,600.00,0,0.00,0.00,1,0,0,0,0,1,1.00,100.00,0,6.00
Head To Head,2019-100mb00000000188-896b509b44b711,2019-100mb00000000114-8c98068c449611,Rahul Tripathi,Harshal Patel,1,0,1,6,16.67,5,83.33,1.20,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2019-100mb00000000188-896b509b44b711,2019-100mb00000000130-89338eb7449a11,Rahul Tripathi,Harpreet Brar,6,1,7,6,116.67,2,50.00,2.00,3,2,0,0,1,0,6.00,57.14,0,2.33
Head To Head,2019-100mb00000000188-896b509b44b711,2019-100mb00000000138-5bd8fcf6449d11,Rahul Tripathi,Sam Curran,4,0,4,2,200.00,0,0.00,0.00,2,0,2,0,0,0,0.00,0.00,0,2.00
Head To Head,2019-100mb00000000202-438eed6944ba11,2019-100mb00000000114-8c98068c449611,Heinrich Klaasen,Harshal Patel,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2019-100mb00000000202-438eed6944ba11,2019-100mb00000000116-dbd48930449611,Heinrich Klaasen,Kagiso Rabada,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000202-438eed6944ba11,2019-100mb00000000130-89338eb7449a11,Heinrich Klaasen,Harpreet Brar,4,0,4,2,200.00,1,50.00,2.00,1,0,0,0,1,0,2.00,100.00,0,4.00
Head To Head,2019-100mb00000000202-438eed6944ba11,2019-100mb00000000138-5bd8fcf6449d11,Heinrich Klaasen,Sam Curran,3,0,3,3,100.00,1,33.33,3.00,2,1,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2019-100mb00000000212-9df3a24d44bc11,2019-100mb00000000125-2485f88b449911,Abhishek Sharma,Arshdeep Singh,6,0,6,5,120.00,2,40.00,2.50,3,2,0,0,1,0,5.00,66.67,0,2.00
Head To Head,2019-100mb00000000212-9df3a24d44bc11,2019-100mb00000000138-5bd8fcf6449d11,Abhishek Sharma,Sam Curran,10,1,11,6,183.33,4,66.67,1.50,2,0,0,0,1,1,3.00,90.91,1,5.50
Head To Head,2019-100mb00000000287-ca1a6bb17ae311,2019-100mb00000000125-2485f88b449911,Aiden Markram,Arshdeep Singh,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2020-100mb00000000523-53bc4c09638b11,2019-100mb00000000125-2485f88b449911,Shahbaz Ahmed,Arshdeep Singh,12,1,13,5,260.00,1,20.00,5.00,4,2,0,0,1,1,2.50,76.92,0,3.25
Head To Head,2020-100mb00000000523-53bc4c09638b11,2019-100mb00000000138-5bd8fcf6449d11,Shahbaz Ahmed,Sam Curran,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2020-100mb00000000525-4d2e1ac6639511,2019-100mb00000000114-8c98068c449611,Abdul Samad,Harshal Patel,21,1,22,9,244.44,1,11.11,9.00,8,3,1,0,4,0,2.25,72.73,0,2.75
Head To Head,2020-100mb00000000525-4d2e1ac6639511,2019-100mb00000000125-2485f88b449911,Abdul Samad,Arshdeep Singh,4,0,4,3,133.33,2,66.67,1.50,1,0,0,0,1,0,3.00,100.00,1,4.00
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2019-100mb00000000114-8c98068c449611,Nitish Kumar Reddy,Harshal Patel,6,0,6,7,85.71,1,14.29,7.00,6,6,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2019-100mb00000000116-dbd48930449611,Nitish Kumar Reddy,Kagiso Rabada,8,0,8,4,200.00,1,25.00,4.00,3,2,0,0,0,1,4.00,75.00,0,2.67
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2019-100mb00000000125-2485f88b449911,Nitish Kumar Reddy,Arshdeep Singh,0,1,1,3,33.33,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2019-100mb00000000130-89338eb7449a11,Nitish Kumar Reddy,Harpreet Brar,38,0,38,16,237.50,3,18.75,5.33,13,6,1,0,3,3,2.67,78.95,0,2.92
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2019-100mb00000000138-5bd8fcf6449d11,Nitish Kumar Reddy,Sam Curran,12,0,12,7,171.43,3,42.86,2.33,4,2,0,0,1,1,3.50,83.33,0,3.00
