KPI,BatsManID,BowlerID,BatsManName,BowlerName,Runs,RunsThroughExtras,TotalRuns,BallsFaced,StrikeRate,DotBalls,DBPercent,DotBallFrequency,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,BdryFreq,BdryPercent,WicketLost,RPSS
Head To Head,2019-100mb00000000061-6d68257c17f311,2019-100mb00000000180-1352e0b244b611,Vijay Shankar,Jaydev Unadkat,9,0,9,6,150.00,3,50.00,2.00,3,1,0,0,2,0,3.00,88.89,0,3.00
Head To Head,2019-100mb00000000062-8fa4884a17f311,2018-100mb00000000015-3501d442e99c11,Shubman Gill,Bhuvneshwar Kumar,7,0,7,8,87.50,5,62.50,1.60,3,1,1,0,1,0,8.00,57.14,0,2.33
Head To Head,2019-100mb00000000062-8fa4884a17f311,2018-100mb00000000020-9223b16ce99c11,Shubman Gill,Washington Sundar,14,0,14,9,155.56,1,11.11,9.00,8,4,3,0,1,0,9.00,28.57,0,1.75
Head To Head,2019-100mb00000000062-8fa4884a17f311,2019-100mb00000000087-98d4e401342511,Shubman Gill,Mayank Markande,4,0,4,4,100.00,1,25.00,4.00,3,2,1,0,0,0,0.00,0.00,1,1.33
Head To Head,2019-100mb00000000062-8fa4884a17f311,2019-100mb00000000180-1352e0b244b611,Shubman Gill,Jaydev Unadkat,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000062-8fa4884a17f311,2020-100mb00000000523-53bc4c09638b11,Shubman Gill,Shahbaz Ahmed,9,0,9,5,180.00,1,20.00,5.00,4,3,0,0,0,1,5.00,66.67,0,2.25
Head To Head,2019-100mb00000000128-e95bebea449911,2018-100mb00000000015-3501d442e99c11,David Miller,Bhuvneshwar Kumar,3,0,3,4,75.00,1,25.00,4.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000128-e95bebea449911,2018-100mb00000000020-9223b16ce99c11,David Miller,Washington Sundar,4,0,4,3,133.33,0,0.00,0.00,3,2,1,0,0,0,0.00,0.00,0,1.33
Head To Head,2019-100mb00000000128-e95bebea449911,2018-100mb00000000033-d93110bbf88911,David Miller,Pat Cummins,13,0,13,11,118.18,4,36.36,2.75,7,5,0,0,2,0,5.50,61.54,0,1.86
Head To Head,2019-100mb00000000128-e95bebea449911,2019-100mb00000000087-98d4e401342511,David Miller,Mayank Markande,17,2,19,6,316.67,0,0.00,0.00,6,3,0,0,2,1,2.00,73.68,0,3.17
Head To Head,2019-100mb00000000128-e95bebea449911,2019-100mb00000000180-1352e0b244b611,David Miller,Jaydev Unadkat,7,0,7,3,233.33,1,33.33,3.00,2,1,0,0,0,1,3.00,85.71,0,3.50
Head To Head,2019-100mb00000000225-a11ad1bc44c011,2018-100mb00000000015-3501d442e99c11,Wriddhiman Saha,Bhuvneshwar Kumar,7,0,7,4,175.00,0,0.00,0.00,4,3,0,0,1,0,4.00,57.14,0,1.75
Head To Head,2019-100mb00000000225-a11ad1bc44c011,2019-100mb00000000180-1352e0b244b611,Wriddhiman Saha,Jaydev Unadkat,9,0,9,4,225.00,0,0.00,0.00,4,3,0,0,0,1,4.00,66.67,0,2.25
Head To Head,2019-100mb00000000225-a11ad1bc44c011,2020-100mb00000000523-53bc4c09638b11,Wriddhiman Saha,Shahbaz Ahmed,9,0,9,5,180.00,1,20.00,5.00,4,3,0,0,0,1,5.00,66.67,1,2.25
Head To Head,2022-100mb00000000976-79aa33cca44611,2018-100mb00000000015-3501d442e99c11,Sai Sudharsan,Bhuvneshwar Kumar,9,1,10,8,125.00,3,37.50,2.67,5,3,1,0,1,0,8.00,40.00,0,2.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2018-100mb00000000020-9223b16ce99c11,Sai Sudharsan,Washington Sundar,9,0,9,6,150.00,0,0.00,0.00,6,5,0,0,1,0,6.00,44.44,0,1.50
Head To Head,2022-100mb00000000976-79aa33cca44611,2018-100mb00000000033-d93110bbf88911,Sai Sudharsan,Pat Cummins,9,1,10,8,125.00,2,25.00,4.00,6,5,0,0,1,0,8.00,40.00,1,1.67
Head To Head,2022-100mb00000000976-79aa33cca44611,2019-100mb00000000087-98d4e401342511,Sai Sudharsan,Mayank Markande,10,0,10,8,125.00,3,37.50,2.67,5,4,0,0,0,1,8.00,60.00,0,2.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2019-100mb00000000180-1352e0b244b611,Sai Sudharsan,Jaydev Unadkat,6,0,6,4,150.00,1,25.00,4.00,3,2,0,0,1,0,4.00,66.67,0,2.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2020-100mb00000000523-53bc4c09638b11,Sai Sudharsan,Shahbaz Ahmed,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2018-100mb00000000046-06b5ba89f88b11,Rishabh Pant,Ravindra Jadeja,10,0,10,7,142.86,3,42.86,2.33,4,2,1,0,0,1,7.00,60.00,0,2.50
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2019-100mb00000000091-8640595343ec11,Rishabh Pant,Deepak Chahar,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2019-100mb00000000258-e46e7f697acb11,Rishabh Pant,Mustafizur Rahman,13,0,13,6,216.67,1,16.67,6.00,5,3,0,0,1,1,3.00,76.92,0,2.60
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2020-100mb00000000539-04833b65639b11,Rishabh Pant,Tushar Deshpande,8,1,9,7,128.57,3,42.86,2.33,4,2,1,0,1,0,7.00,44.44,0,2.25
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2022-100mb00000001014-1f0cfb3dc17911,Rishabh Pant,Matheesha Pathirana,19,0,19,9,211.11,2,22.22,4.50,7,3,1,0,2,1,3.00,73.68,1,2.71
Head To Head,2018-100mb00000000040-7f15f6c7f88a11,2018-100mb00000000046-06b5ba89f88b11,Mitchell Marsh,Ravindra Jadeja,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000040-7f15f6c7f88a11,2019-100mb00000000091-8640595343ec11,Mitchell Marsh,Deepak Chahar,7,0,7,3,233.33,1,33.33,3.00,2,1,0,0,0,1,3.00,85.71,0,3.50
Head To Head,2018-100mb00000000040-7f15f6c7f88a11,2020-100mb00000000539-04833b65639b11,Mitchell Marsh,Tushar Deshpande,5,1,6,4,150.00,2,50.00,2.00,2,1,0,0,1,0,4.00,66.67,0,3.00
Head To Head,2018-100mb00000000040-7f15f6c7f88a11,2022-100mb00000001014-1f0cfb3dc17911,Mitchell Marsh,Matheesha Pathirana,4,0,4,3,133.33,2,66.67,1.50,1,0,0,0,1,0,3.00,100.00,1,4.00
Head To Head,2018-100mb00000000051-5a1d4ca2f88b11,2018-100mb00000000046-06b5ba89f88b11,Prithvi Shaw,Ravindra Jadeja,16,0,16,7,228.57,1,14.29,7.00,6,4,0,0,0,2,3.50,75.00,1,2.67
Head To Head,2018-100mb00000000051-5a1d4ca2f88b11,2019-100mb00000000091-8640595343ec11,Prithvi Shaw,Deepak Chahar,5,0,5,5,100.00,1,20.00,5.00,4,3,1,0,0,0,0.00,0.00,0,1.25
Head To Head,2018-100mb00000000051-5a1d4ca2f88b11,2019-100mb00000000258-e46e7f697acb11,Prithvi Shaw,Mustafizur Rahman,14,1,15,6,250.00,0,16.67,6.00,5,2,0,0,3,0,2.00,80.00,0,3.00
Head To Head,2018-100mb00000000051-5a1d4ca2f88b11,2020-100mb00000000539-04833b65639b11,Prithvi Shaw,Tushar Deshpande,7,0,7,6,116.67,2,33.33,3.00,4,3,0,0,1,0,6.00,57.14,0,1.75
Head To Head,2018-100mb00000000051-5a1d4ca2f88b11,2022-100mb00000001014-1f0cfb3dc17911,Prithvi Shaw,Matheesha Pathirana,1,2,3,3,100.00,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,3.00
Head To Head,2019-100mb00000000110-79ae08f5449411,2019-100mb00000000258-e46e7f697acb11,Axar Patel,Mustafizur Rahman,3,1,4,4,100.00,0,25.00,4.00,3,3,0,0,0,0,0.00,0.00,0,1.33
Head To Head,2019-100mb00000000110-79ae08f5449411,2020-100mb00000000539-04833b65639b11,Axar Patel,Tushar Deshpande,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000110-79ae08f5449411,2022-100mb00000001014-1f0cfb3dc17911,Axar Patel,Matheesha Pathirana,3,0,3,3,100.00,0,0.00,0.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000214-df216bed44bc11,2018-100mb00000000046-06b5ba89f88b11,David Warner,Ravindra Jadeja,15,0,15,8,187.50,1,12.50,8.00,7,5,0,0,1,1,4.00,66.67,0,2.14
Head To Head,2019-100mb00000000214-df216bed44bc11,2019-100mb00000000091-8640595343ec11,David Warner,Deepak Chahar,29,0,29,13,223.08,5,38.46,2.60,8,1,2,0,3,2,2.60,82.76,0,3.63
Head To Head,2019-100mb00000000214-df216bed44bc11,2019-100mb00000000258-e46e7f697acb11,David Warner,Mustafizur Rahman,6,2,8,4,200.00,1,50.00,2.00,3,2,0,0,1,0,4.00,50.00,1,2.67
Head To Head,2019-100mb00000000214-df216bed44bc11,2020-100mb00000000539-04833b65639b11,David Warner,Tushar Deshpande,1,0,1,6,16.67,5,83.33,1.20,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000214-df216bed44bc11,2022-100mb00000001014-1f0cfb3dc17911,David Warner,Matheesha Pathirana,1,1,2,3,66.67,1,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,2.00
Head To Head,2022-100mb00000001017-3e376712cc7911,2022-100mb00000001014-1f0cfb3dc17911,Tristan Stubbs,Matheesha Pathirana,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2022-100mb00000001580-2e206f715b5511,2019-100mb00000000258-e46e7f697acb11,Abishek Porel,Mustafizur Rahman,8,2,10,4,250.00,1,25.00,4.00,4,2,1,0,1,0,4.00,40.00,0,2.50
Head To Head,2022-100mb00000001580-2e206f715b5511,2022-100mb00000001014-1f0cfb3dc17911,Abishek Porel,Matheesha Pathirana,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000044-e03a43dbf88a11,2018-100mb00000000008-787fc4ece99b11,Ajinkya Rahane,Khaleel Ahmed,1,1,2,2,100.00,0,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,2.00
Head To Head,2018-100mb00000000044-e03a43dbf88a11,2018-100mb00000000040-7f15f6c7f88a11,Ajinkya Rahane,Mitchell Marsh,11,0,11,4,275.00,0,0.00,0.00,4,1,1,0,2,0,2.00,72.73,0,2.75
Head To Head,2018-100mb00000000044-e03a43dbf88a11,2018-100mb00000000050-4663b710f88b11,Ajinkya Rahane,Ishant Sharma,10,1,11,7,157.14,3,42.86,2.33,4,2,0,0,2,0,3.50,72.73,0,2.75
Head To Head,2018-100mb00000000044-e03a43dbf88a11,2019-100mb00000000110-79ae08f5449411,Ajinkya Rahane,Axar Patel,4,0,4,5,80.00,1,20.00,5.00,4,4,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000044-e03a43dbf88a11,2019-100mb00000000142-040303a144a811,Ajinkya Rahane,Anrich Nortje,7,2,9,6,150.00,2,66.67,1.50,2,1,0,0,0,1,6.00,66.67,0,4.50
Head To Head,2018-100mb00000000044-e03a43dbf88a11,2019-100mb00000000172-1befbbeb44af11,Ajinkya Rahane,Rasikh Salam,12,0,12,4,300.00,0,0.00,0.00,4,2,0,0,1,1,2.00,83.33,0,3.00
Head To Head,2018-100mb00000000044-e03a43dbf88a11,2022-100mb00000001462-cbc59298427c11,Ajinkya Rahane,Mukesh Kumar,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2018-100mb00000000008-787fc4ece99b11,Ravindra Jadeja,Khaleel Ahmed,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2018-100mb00000000050-4663b710f88b11,Ravindra Jadeja,Ishant Sharma,7,0,7,5,140.00,1,20.00,5.00,4,3,0,0,1,0,5.00,57.14,0,1.75
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2019-100mb00000000142-040303a144a811,Ravindra Jadeja,Anrich Nortje,3,0,3,3,100.00,0,0.00,0.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2022-100mb00000001462-cbc59298427c11,Ravindra Jadeja,Mukesh Kumar,9,1,10,6,166.67,1,16.67,6.00,5,3,1,0,1,0,6.00,40.00,0,2.00
Head To Head,2019-100mb00000000057-57100cf415ba11,2018-100mb00000000008-787fc4ece99b11,MS Dhoni,Khaleel Ahmed,7,3,10,3,333.33,1,33.33,3.00,2,1,0,0,0,1,3.00,60.00,0,5.00
Head To Head,2019-100mb00000000057-57100cf415ba11,2019-100mb00000000142-040303a144a811,MS Dhoni,Anrich Nortje,20,0,20,6,333.33,2,33.33,3.00,4,0,0,0,2,2,1.50,100.00,0,5.00
Head To Head,2019-100mb00000000057-57100cf415ba11,2022-100mb00000001462-cbc59298427c11,MS Dhoni,Mukesh Kumar,10,0,10,7,142.86,3,42.86,2.33,4,2,0,0,2,0,3.50,80.00,0,2.50
Head To Head,2019-100mb00000000083-a7fea83029c211,2018-100mb00000000008-787fc4ece99b11,Daryl Mitchell,Khaleel Ahmed,5,0,5,6,83.33,4,66.67,1.50,2,1,0,0,1,0,6.00,80.00,0,2.50
Head To Head,2019-100mb00000000083-a7fea83029c211,2018-100mb00000000050-4663b710f88b11,Daryl Mitchell,Ishant Sharma,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000083-a7fea83029c211,2019-100mb00000000110-79ae08f5449411,Daryl Mitchell,Axar Patel,14,0,14,10,140.00,3,30.00,3.33,7,4,2,0,0,1,10.00,42.86,1,2.00
Head To Head,2019-100mb00000000083-a7fea83029c211,2019-100mb00000000142-040303a144a811,Daryl Mitchell,Anrich Nortje,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000083-a7fea83029c211,2019-100mb00000000172-1befbbeb44af11,Daryl Mitchell,Rasikh Salam,13,1,14,8,175.00,1,25.00,4.00,6,3,2,0,0,1,8.00,42.86,0,2.33
Head To Head,2019-100mb00000000102-28e7fca043fc11,2018-100mb00000000008-787fc4ece99b11,Ruturaj Gaikwad,Khaleel Ahmed,1,1,2,2,100.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,2.00
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2018-100mb00000000040-7f15f6c7f88a11,Shivam Dube,Mitchell Marsh,2,1,3,2,150.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.50
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2018-100mb00000000050-4663b710f88b11,Shivam Dube,Ishant Sharma,2,1,3,1,300.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.50
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2019-100mb00000000110-79ae08f5449411,Shivam Dube,Axar Patel,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2019-100mb00000000142-040303a144a811,Shivam Dube,Anrich Nortje,11,1,12,8,150.00,1,12.50,8.00,7,5,1,0,1,0,8.00,33.33,0,1.71
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2022-100mb00000001462-cbc59298427c11,Shivam Dube,Mukesh Kumar,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2021-100mb00000000724-7645abdd460011,2018-100mb00000000008-787fc4ece99b11,Rachin Ravindra,Khaleel Ahmed,1,0,1,8,12.50,7,87.50,1.14,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2021-100mb00000000724-7645abdd460011,2018-100mb00000000050-4663b710f88b11,Rachin Ravindra,Ishant Sharma,1,0,1,4,25.00,3,75.00,1.33,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000001229-0174f02b040d11,2022-100mb00000001462-cbc59298427c11,Sameer Rizwi,Mukesh Kumar,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2019-100mb00000000066-573f78a31e3711,Rohit Sharma,Trent Boult,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-100mb00000000009-92bfdfe9e99b11,2018-100mb00000000010-b76159ade99b11,Jasprit Bumrah,Yuzvendra Chahal,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000009-92bfdfe9e99b11,2019-100mb00000000109-5cc123ab449411,Jasprit Bumrah,Avesh Khan,7,0,7,5,140.00,1,20.00,5.00,4,3,0,0,1,0,5.00,57.14,0,1.75
Head To Head,2018-100mb00000000009-92bfdfe9e99b11,2023-100mb00000002806-75b62b2495ca11,Jasprit Bumrah,Nandre Burger,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2018-100mb00000000010-b76159ade99b11,Hardik Pandya,Yuzvendra Chahal,5,0,5,7,71.43,5,71.43,1.40,2,1,0,0,1,0,7.00,80.00,1,2.50
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2018-100mb00000000045-f658f1b6f88a11,Hardik Pandya,Ravichandran Ashwin,9,0,9,4,225.00,0,0.00,0.00,4,1,2,0,1,0,4.00,44.44,0,2.25
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2019-100mb00000000109-5cc123ab449411,Hardik Pandya,Avesh Khan,4,0,4,1,400.00,0,0.00,0.00,1,0,0,0,1,0,1.00,100.00,0,4.00
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2023-100mb00000002806-75b62b2495ca11,Hardik Pandya,Nandre Burger,16,0,16,9,177.78,4,44.44,2.25,5,0,2,0,3,0,3.00,75.00,0,3.20
Head To Head,2019-100mb00000000149-10d5663944a911,2018-100mb00000000010-b76159ade99b11,Piyush Chawla,Yuzvendra Chahal,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000149-10d5663944a911,2018-100mb00000000045-f658f1b6f88a11,Piyush Chawla,Ravichandran Ashwin,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000149-10d5663944a911,2019-100mb00000000109-5cc123ab449411,Piyush Chawla,Avesh Khan,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000164-8ae075db44ad11,2019-100mb00000000066-573f78a31e3711,Ishan Kishan,Trent Boult,2,0,2,5,40.00,3,60.00,1.67,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000164-8ae075db44ad11,2023-100mb00000002806-75b62b2495ca11,Ishan Kishan,Nandre Burger,14,2,16,9,177.78,5,66.67,1.50,3,0,0,0,2,1,3.00,87.50,1,5.33
Head To Head,2021-100mb00000000636-9e985b64160411,2018-100mb00000000010-b76159ade99b11,Tim David,Yuzvendra Chahal,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000636-9e985b64160411,2018-100mb00000000045-f658f1b6f88a11,Tim David,Ravichandran Ashwin,4,0,4,6,66.67,2,33.33,3.00,4,4,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000636-9e985b64160411,2019-100mb00000000066-573f78a31e3711,Tim David,Trent Boult,6,1,7,4,175.00,1,25.00,4.00,3,2,0,0,1,0,4.00,57.14,0,2.33
Head To Head,2021-100mb00000000636-9e985b64160411,2019-100mb00000000109-5cc123ab449411,Tim David,Avesh Khan,6,1,7,9,77.78,5,55.56,1.80,4,2,2,0,0,0,0.00,0.00,0,1.75
Head To Head,2021-100mb00000000636-9e985b64160411,2023-100mb00000002806-75b62b2495ca11,Tim David,Nandre Burger,0,0,0,3,0.00,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2018-100mb00000000010-b76159ade99b11,Tilak Varma,Yuzvendra Chahal,2,0,2,5,40.00,3,60.00,1.67,2,2,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2018-100mb00000000045-f658f1b6f88a11,Tilak Varma,Ravichandran Ashwin,9,1,10,9,111.11,3,33.33,3.00,6,3,3,0,0,0,0.00,0.00,0,1.67
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2019-100mb00000000066-573f78a31e3711,Tilak Varma,Trent Boult,12,0,12,10,120.00,6,60.00,1.67,4,0,3,0,0,1,10.00,50.00,0,3.00
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2019-100mb00000000109-5cc123ab449411,Tilak Varma,Avesh Khan,9,0,9,5,180.00,2,40.00,2.50,3,1,1,0,0,1,5.00,66.67,0,3.00
Head To Head,2022-100mb00000001045-ff63138dd51a11,2019-100mb00000000109-5cc123ab449411,Akash Madhwal,Avesh Khan,3,1,4,3,133.33,0,33.33,3.00,2,1,1,0,0,0,0.00,0.00,0,2.00
Head To Head,2022-100mb00000001045-ff63138dd51a11,2023-100mb00000002806-75b62b2495ca11,Akash Madhwal,Nandre Burger,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,202265c5509b72a911ec8ab502ab46c,2019-100mb00000000066-573f78a31e3711,Dewald Brevis,Trent Boult,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2023-100mb00000002535-239c770f61da11,2018-100mb00000000010-b76159ade99b11,Gerald Coetzee,Yuzvendra Chahal,1,0,1,5,20.00,4,80.00,1.25,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2023-100mb00000002535-239c770f61da11,2018-100mb00000000045-f658f1b6f88a11,Gerald Coetzee,Ravichandran Ashwin,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2023-100mb00000002535-239c770f61da11,2019-100mb00000000066-573f78a31e3711,Gerald Coetzee,Trent Boult,1,1,2,2,100.00,0,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,2.00
Head To Head,2024-100mb00000003107-805cae57df9b11,2019-100mb00000000066-573f78a31e3711,Naman Dhir,Trent Boult,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-100mb00000000045-f658f1b6f88a11,2019-100mb00000000149-10d5663944a911,Ravichandran Ashwin,Piyush Chawla,4,0,4,6,66.67,3,50.00,2.00,3,2,1,0,0,0,0.00,0.00,0,1.33
Head To Head,2018-100mb00000000045-f658f1b6f88a11,2022-100mb00000001045-ff63138dd51a11,Ravichandran Ashwin,Akash Madhwal,5,2,7,7,100.00,2,42.86,2.33,4,3,1,0,0,0,0.00,0.00,1,1.75
Head To Head,2018-100mb00000000045-f658f1b6f88a11,2023-100mb00000002535-239c770f61da11,Ravichandran Ashwin,Gerald Coetzee,7,0,7,3,233.33,0,0.00,0.00,3,1,1,0,1,0,3.00,57.14,0,2.33
Head To Head,2019-100mb00000000182-b78f12ef44b611,2018-100mb00000000009-92bfdfe9e99b11,Jos Buttler,Jasprit Bumrah,6,3,9,7,128.57,3,57.14,1.75,3,2,0,0,1,0,7.00,44.44,0,3.00
Head To Head,2019-100mb00000000182-b78f12ef44b611,2022-100mb00000001045-ff63138dd51a11,Jos Buttler,Akash Madhwal,2,1,3,6,50.00,4,66.67,1.50,2,2,0,0,0,0,0.00,0.00,1,1.50
Head To Head,2019-100mb00000000182-b78f12ef44b611,20226e936a7872aa11ec8ab502ab46c,Jos Buttler,Kwena Maphaka,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,0,2.50
Head To Head,2019-100mb00000000189-ac8c327a44b711,2018-100mb00000000009-92bfdfe9e99b11,Riyan Parag,Jasprit Bumrah,6,1,7,10,70.00,7,70.00,1.43,3,2,0,0,1,0,10.00,57.14,0,2.33
Head To Head,2019-100mb00000000189-ac8c327a44b711,2019-100mb00000000149-10d5663944a911,Riyan Parag,Piyush Chawla,12,0,12,9,133.33,2,22.22,4.50,7,6,0,0,0,1,9.00,50.00,0,1.71
Head To Head,2019-100mb00000000189-ac8c327a44b711,2022-100mb00000001045-ff63138dd51a11,Riyan Parag,Akash Madhwal,7,0,7,8,87.50,1,12.50,8.00,7,7,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000189-ac8c327a44b711,2023-100mb00000002535-239c770f61da11,Riyan Parag,Gerald Coetzee,29,1,30,12,250.00,4,41.67,2.40,7,1,0,0,4,2,2.00,93.33,0,4.29
Head To Head,2019-100mb00000000190-c62cbae544b711,2018-100mb00000000009-92bfdfe9e99b11,Sanju Samson,Jasprit Bumrah,4,6,10,6,166.67,5,83.33,1.20,1,0,0,0,1,0,6.00,40.00,0,10.00
Head To Head,2019-100mb00000000190-c62cbae544b711,2022-100mb00000001045-ff63138dd51a11,Sanju Samson,Akash Madhwal,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000190-c62cbae544b711,20226e936a7872aa11ec8ab502ab46c,Sanju Samson,Kwena Maphaka,8,0,8,3,266.67,1,33.33,3.00,2,0,0,0,2,0,1.50,100.00,0,4.00
Head To Head,2020-100mb00000000533-e895f279639811,20226e936a7872aa11ec8ab502ab46c,Yashasvi Jaiswal,Kwena Maphaka,10,0,10,6,166.67,3,50.00,2.00,3,0,1,0,2,0,3.00,80.00,1,3.33
Head To Head,2024-100mb00000003112-76787b7ddf9f11,2018-100mb00000000009-92bfdfe9e99b11,Shubham Dubey,Jasprit Bumrah,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2024-100mb00000003112-76787b7ddf9f11,2019-100mb00000000149-10d5663944a911,Shubham Dubey,Piyush Chawla,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2024-100mb00000003112-76787b7ddf9f11,2022-100mb00000001045-ff63138dd51a11,Shubham Dubey,Akash Madhwal,5,0,5,2,250.00,0,0.00,0.00,2,1,0,0,1,0,2.00,80.00,0,2.50
Head To Head,2018-100mb00000000019-80e59e32e99c11,2018-100mb00000000028-acc7d0a3e99d11,KL Rahul,Glenn Maxwell,8,1,9,6,150.00,3,50.00,2.00,3,2,0,0,0,1,6.00,66.67,1,3.00
Head To Head,2018-100mb00000000019-80e59e32e99c11,2019-100mb00000000063-d9aa7a01187311,KL Rahul,Mohammed Siraj,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
