KPI,MatchID,BowlerID,BowlerName,StrikerID,BatsManName,TotalRunsConceded,BowlingAverage,TotalLegalBallsBowled,BowlingSR,EconomyRate,DotBallsBowled,ScoringBalls,Ones,Twoes,Threes,Bdry4,Bdry6,Wides,NoBalls,Wickets,RunOutsDone,BowledOutsDone,StumpingsDone,BowlingDotBallPercentage,BowlingDotBallFrequency,BowlingBdryPercentage,BowlingBdryFrequency
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2021-100mb00000000597-a0edfee691e511,Rajat Patidar,2,0.00,4,0.00,3.00,2,2,2,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2022-100mb00000001007-1363a306a45011,Akash Deep,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2023-100mb00000001941-9401571cc40411,Will Jacks,4,0.00,3,0.00,8.00,2,1,0,0,0,1,0,0,0,0,0,0,0,66.67,1.50,100.00,3.00
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2023-100mb00000002034-c2959cc8d5eb11,Vyshak Vijaykumar,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2024-100mb00000003114-45238324dfa011,Saurav Chauhan,3,3.00,4,4.00,4.50,2,2,1,1,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1407,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1407,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,2021-100mb00000000597-a0edfee691e511,Rajat Patidar,10,0.00,3,0.00,24.00,0,3,0,2,0,0,1,2,0,0,0,0,0,0.00,0.00,60.00,3.00
Head To Head,1407,2019-100mb00000000192-f5e65e7b44b711,Shreyas Gopal,2018-100mb00000000013-1031ba8ae99c11,Dinesh Karthik,2,0.00,6,0.00,2.00,4,2,2,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1407,2019-100mb00000000192-f5e65e7b44b711,Shreyas Gopal,2018-100mb00000000028-acc7d0a3e99d11,Glenn Maxwell,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1407,2019-100mb00000000192-f5e65e7b44b711,Shreyas Gopal,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis,21,0.00,11,0.00,11.45,0,11,6,3,1,0,1,0,0,0,0,0,0,0.00,0.00,28.57,11.00
Head To Head,1407,2019-100mb00000000192-f5e65e7b44b711,Shreyas Gopal,2021-100mb00000000597-a0edfee691e511,Rajat Patidar,9,0.00,6,0.00,9.00,2,4,3,0,0,0,1,0,0,0,0,0,0,33.33,3.00,66.67,6.00
Head To Head,1407,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,2,0.00,3,0.00,4.00,1,2,2,0,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1407,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis,5,0.00,3,0.00,10.00,1,2,1,0,0,1,0,0,0,0,0,0,0,33.33,3.00,80.00,3.00
Head To Head,1407,2019-100mb00000000371-481ee0be14fc11,Romario Shepherd,2018-100mb00000000013-1031ba8ae99c11,Dinesh Karthik,4,0.00,3,0.00,8.00,0,3,2,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1407,2019-100mb00000000371-481ee0be14fc11,Romario Shepherd,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis,12,0.00,6,0.00,12.00,0,6,4,0,0,2,0,0,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1407,2019-100mb00000000371-481ee0be14fc11,Romario Shepherd,2021-100mb00000000597-a0edfee691e511,Rajat Patidar,0,0.00,3,0.00,0.00,0,2,0,1,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,3.00
Head To Head,1407,2022-100mb00000001045-ff63138dd51a11,Akash Madhwal,2018-100mb00000000013-1031ba8ae99c11,Dinesh Karthik,33,0.00,10,0.00,21.00,2,8,1,0,0,5,2,2,0,0,0,0,0,20.00,5.00,96.97,1.43
Head To Head,1407,2022-100mb00000001045-ff63138dd51a11,Akash Madhwal,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis,6,0.00,5,0.00,8.40,2,3,2,0,0,1,0,1,0,0,0,0,0,40.00,2.50,66.67,5.00
Head To Head,1407,2022-100mb00000001045-ff63138dd51a11,Akash Madhwal,2021-100mb00000000597-a0edfee691e511,Rajat Patidar,10,0.00,5,0.00,12.00,1,4,2,0,0,2,0,0,0,0,0,0,0,20.00,5.00,80.00,2.50
Head To Head,1407,2022-100mb00000001045-ff63138dd51a11,Akash Madhwal,2022-100mb00000001007-1363a306a45011,Akash Deep,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1407,2022-100mb00000001045-ff63138dd51a11,Akash Madhwal,2023-100mb00000001941-9401571cc40411,Will Jacks,4,4.00,3,3.00,8.00,2,1,0,0,0,1,0,0,0,1,0,0,0,66.67,1.50,100.00,3.00
Head To Head,1407,2023-100mb00000002535-239c770f61da11,Gerald Coetzee,2018-100mb00000000013-1031ba8ae99c11,Dinesh Karthik,7,0.00,2,0.00,21.00,0,2,1,0,0,0,1,0,0,0,0,0,0,0.00,0.00,85.71,2.00
Head To Head,1407,2023-100mb00000002535-239c770f61da11,Gerald Coetzee,2018-100mb00000000028-acc7d0a3e99d11,Glenn Maxwell,0,0.00,3,0.00,4.00,3,0,0,0,0,0,0,2,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1407,2023-100mb00000002535-239c770f61da11,Gerald Coetzee,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1407,2023-100mb00000002535-239c770f61da11,Gerald Coetzee,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis,12,0.00,7,0.00,10.29,5,2,0,0,0,0,2,0,0,0,0,0,0,71.43,1.40,100.00,3.50
Head To Head,1407,2023-100mb00000002535-239c770f61da11,Gerald Coetzee,2021-100mb00000000597-a0edfee691e511,Rajat Patidar,13,13.00,5,5.00,15.60,2,3,1,0,0,0,2,0,0,1,0,0,0,40.00,2.50,92.31,2.50
Head To Head,1407,2023-100mb00000002535-239c770f61da11,Gerald Coetzee,2024-100mb00000003114-45238324dfa011,Saurav Chauhan,6,0.00,4,0.00,10.50,1,3,2,0,0,1,0,1,0,0,0,0,0,25.00,4.00,66.67,4.00
Head To Head,1407,2018-100mb00000000028-acc7d0a3e99d11,Glenn Maxwell,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1407,2018-100mb00000000028-acc7d0a3e99d11,Glenn Maxwell,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,16,0.00,5,0.00,19.20,0,5,2,0,0,2,1,0,0,0,0,0,0,0.00,0.00,87.50,1.67
Head To Head,1407,2019-100mb00000000063-d9aa7a01187311,Mohammed Siraj,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,6,0.00,3,0.00,12.00,2,1,0,0,0,0,1,0,0,0,0,0,0,66.67,1.50,100.00,3.00
Head To Head,1407,2019-100mb00000000063-d9aa7a01187311,Mohammed Siraj,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1407,2019-100mb00000000063-d9aa7a01187311,Mohammed Siraj,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,24,0.00,9,0.00,16.00,3,6,2,0,0,1,3,0,0,0,0,0,0,33.33,3.00,91.67,2.25
Head To Head,1407,2019-100mb00000000063-d9aa7a01187311,Mohammed Siraj,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,6,0.00,5,0.00,7.20,2,3,2,0,0,1,0,0,0,0,0,0,0,40.00,2.50,66.67,5.00
Head To Head,1407,2021-100mb00000000574-27073d6f802311,Reece Topley,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1407,2021-100mb00000000574-27073d6f802311,Reece Topley,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,14,0.00,10,0.00,9.00,5,5,2,0,0,3,0,1,0,0,0,0,0,50.00,2.00,85.71,3.33
Head To Head,1407,2021-100mb00000000574-27073d6f802311,Reece Topley,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,18,0.00,6,0.00,18.00,2,4,0,0,0,3,1,0,0,0,0,0,0,33.33,3.00,100.00,1.50
Head To Head,1407,2022-100mb00000001007-1363a306a45011,Akash Deep,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,8,0.00,6,0.00,10.00,3,3,2,0,0,0,1,2,0,0,0,0,0,50.00,2.00,75.00,6.00
Head To Head,1407,2022-100mb00000001007-1363a306a45011,Akash Deep,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,6,0.00,1,0.00,36.00,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1407,2022-100mb00000001007-1363a306a45011,Akash Deep,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,8,8.00,5,5.00,9.60,2,3,2,0,0,0,1,0,0,1,0,0,0,40.00,2.50,75.00,5.00
Head To Head,1407,2022-100mb00000001007-1363a306a45011,Akash Deep,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,26,0.00,7,0.00,22.29,1,6,0,2,0,1,3,0,0,0,0,0,0,14.29,7.00,84.62,1.75
Head To Head,1407,2022-100mb00000001007-1363a306a45011,Akash Deep,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1407,2023-100mb00000001941-9401571cc40411,Will Jacks,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,6,6.00,4,4.00,9.00,1,3,2,0,0,1,0,0,0,1,0,0,0,25.00,4.00,66.67,4.00
Head To Head,1407,2023-100mb00000001941-9401571cc40411,Will Jacks,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,7,0.00,2,0.00,21.00,0,2,1,0,0,0,1,0,0,0,0,0,0,0.00,0.00,85.71,2.00
Head To Head,1407,2023-100mb00000001941-9401571cc40411,Will Jacks,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,6,0.00,4,0.00,9.00,1,3,2,0,0,1,0,0,0,0,0,0,0,25.00,4.00,66.67,4.00
Head To Head,1407,2023-100mb00000001941-9401571cc40411,Will Jacks,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1407,2023-100mb00000002034-c2959cc8d5eb11,Vyshak Vijaykumar,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,16,0.00,8,0.00,12.00,3,5,2,0,0,2,1,0,0,0,0,0,0,37.50,2.67,87.50,2.67
Head To Head,1407,2023-100mb00000002034-c2959cc8d5eb11,Vyshak Vijaykumar,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,7,0.00,2,0.00,21.00,0,2,1,0,0,0,1,0,0,0,0,0,0,0.00,0.00,85.71,2.00
Head To Head,1407,2023-100mb00000002034-c2959cc8d5eb11,Vyshak Vijaykumar,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1407,2023-100mb00000002034-c2959cc8d5eb11,Vyshak Vijaykumar,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,3,3.00,4,4.00,4.50,2,2,1,1,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1407,2023-100mb00000002034-c2959cc8d5eb11,Vyshak Vijaykumar,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,5,0.00,3,0.00,10.00,1,2,1,0,0,1,0,0,0,0,0,0,0,33.33,3.00,80.00,3.00
Head To Head,1408,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2018-100mb00000000019-80e59e32e99c11,K L Rahul,12,0.00,4,0.00,18.00,0,4,2,0,0,1,1,0,0,0,0,0,0,0.00,0.00,83.33,2.00
Head To Head,1408,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1408,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2019-100mb00000000170-9429250944ae11,Quinton De Kock,14,14.00,9,9.00,9.33,5,4,0,1,0,3,0,0,0,1,0,0,0,55.56,1.80,85.71,3.00
Head To Head,1408,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,0,0.00,3,3.00,2.00,3,0,0,0,0,0,0,1,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1408,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2022-100mb00000000985-f5950061a44811,Ayush Badoni,7,0.00,2,0.00,21.00,0,2,1,0,0,0,1,0,0,0,0,0,0,0.00,0.00,85.71,2.00
Head To Head,1408,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,6,0.00,4,0.00,12.00,1,2,0,1,0,1,0,0,0,0,0,0,0,25.00,4.00,66.67,4.00
Head To Head,1408,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2018-100mb00000000019-80e59e32e99c11,K L Rahul,1,1.00,3,3.00,2.00,2,1,1,0,0,0,0,0,0,1,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1408,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1408,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,1,0,100.00,1.00,0.00,0.00
Head To Head,1408,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,4,0.00,5,0.00,4.80,2,3,2,1,0,0,0,0,0,0,0,0,0,40.00,2.50,0.00,0.00
Head To Head,1408,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2022-100mb00000000985-f5950061a44811,Ayush Badoni,7,0.00,7,0.00,6.00,2,5,3,2,0,0,0,0,0,0,0,0,0,28.57,3.50,0.00,0.00
Head To Head,1408,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,6,0.00,6,0.00,7.00,2,4,2,2,0,0,0,1,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1408,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1408,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2018-100mb00000000019-80e59e32e99c11,K L Rahul,9,0.00,5,0.00,10.80,0,5,3,1,0,1,0,0,0,0,0,0,0,0.00,0.00,44.44,5.00
Head To Head,1408,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2019-100mb00000000170-9429250944ae11,Quinton De Kock,5,0.00,4,0.00,7.50,2,2,1,0,0,1,0,0,0,0,0,0,0,50.00,2.00,80.00,4.00
Head To Head,1408,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,3,0.00,3,0.00,10.00,1,2,1,1,0,0,0,2,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1408,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,2,2.00,3,3.00,4.00,1,2,2,0,0,0,0,0,0,1,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1408,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2022-100mb00000000985-f5950061a44811,Ayush Badoni,7,0.00,6,0.00,9.00,2,4,3,0,0,1,0,2,0,0,0,0,0,33.33,3.00,57.14,6.00
Head To Head,1408,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1408,2019-100mb00000000110-79ae08f5449411,Axar Patel,2018-100mb00000000019-80e59e32e99c11,K L Rahul,8,0.00,5,0.00,9.60,1,4,2,1,0,1,0,0,0,0,0,0,0,20.00,5.00,50.00,5.00
Head To Head,1408,2019-100mb00000000110-79ae08f5449411,Axar Patel,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,5,0.00,5,0.00,7.20,2,2,1,0,0,1,0,0,0,0,0,0,0,40.00,2.50,80.00,5.00
Head To Head,1408,2019-100mb00000000110-79ae08f5449411,Axar Patel,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,4,0.00,5,0.00,4.80,1,4,4,0,0,0,0,0,0,0,0,0,0,20.00,5.00,0.00,0.00
Head To Head,1408,2019-100mb00000000110-79ae08f5449411,Axar Patel,2022-100mb00000000985-f5950061a44811,Ayush Badoni,8,0.00,7,0.00,6.86,1,6,4,2,0,0,0,0,0,0,0,0,0,14.29,7.00,0.00,0.00
Head To Head,1408,2019-100mb00000000110-79ae08f5449411,Axar Patel,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1408,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2,2.00,3,3.00,4.00,1,2,2,0,0,0,0,0,0,1,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1408,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2018-100mb00000000019-80e59e32e99c11,K L Rahul,9,0.00,5,0.00,10.80,2,3,1,0,0,2,0,0,0,0,0,0,0,40.00,2.50,88.89,2.50
Head To Head,1408,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1408,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2022-100mb00000000985-f5950061a44811,Ayush Badoni,26,0.00,13,0.00,12.46,2,11,4,3,0,4,0,1,0,0,0,0,0,15.38,6.50,61.54,3.25
Head To Head,1408,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1408,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2018-100mb00000000051-5a1d4ca2f88b11,Prithvi Shaw,11,0.00,5,0.00,13.20,1,4,1,1,0,2,0,0,0,0,0,0,0,20.00,5.00,72.73,2.50
Head To Head,1408,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2019-100mb00000000268-22e2e3987add11,Shai Hope,4,0.00,3,0.00,8.00,0,3,2,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1408,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,4,0.00,3,0.00,8.00,0,3,2,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1408,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser-McGurk,19,0.00,7,0.00,23.14,2,4,1,0,0,0,3,3,0,0,0,0,0,28.57,3.50,94.74,2.33
Head To Head,1408,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,9,0.00,4,0.00,13.50,1,3,1,0,0,2,0,0,0,0,0,0,0,25.00,4.00,88.89,2.00
Head To Head,1408,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser-McGurk,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1408,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,15,15.00,10,10.00,9.00,4,6,3,1,0,1,1,0,0,1,0,0,1,40.00,2.50,66.67,5.00
Head To Head,1408,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2018-100mb00000000051-5a1d4ca2f88b11,Prithvi Shaw,0,0.00,3,3.00,0.00,3,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1408,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2019-100mb00000000268-22e2e3987add11,Shai Hope,4,0.00,3,0.00,8.00,2,1,0,0,0,1,0,0,0,0,0,0,0,66.67,1.50,100.00,3.00
Head To Head,1408,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1408,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser-McGurk,5,0.00,6,0.00,5.00,2,4,3,1,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1408,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,9,0.00,6,0.00,9.00,1,5,3,1,0,1,0,0,0,0,0,0,0,16.67,6.00,44.44,6.00
Head To Head,1408,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2018-100mb00000000051-5a1d4ca2f88b11,Prithvi Shaw,9,0.00,5,0.00,10.80,2,3,1,0,0,2,0,0,0,0,0,0,0,40.00,2.50,88.89,2.50
Head To Head,1408,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2019-100mb00000000214-df216bed44bc11,David Warner,0,0.00,1,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1408,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1408,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser-McGurk,5,5.00,5,5.00,6.00,1,4,3,1,0,0,0,0,0,1,0,0,0,20.00,5.00,0.00,0.00
Head To Head,1408,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,2018-100mb00000000051-5a1d4ca2f88b11,Prithvi Shaw,12,0.00,9,0.00,8.00,3,6,4,0,0,2,0,0,0,0,0,0,0,33.33,3.00,66.67,4.50
Head To Head,1408,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,2019-100mb00000000214-df216bed44bc11,David Warner,6,0.00,5,0.00,7.20,2,3,2,0,0,1,0,0,0,0,0,0,0,40.00,2.50,66.67,5.00
Head To Head,1408,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,6,0.00,1,0.00,36.00,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1408,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser-McGurk,10,0.00,4,0.00,15.00,2,2,0,0,0,1,1,0,0,0,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1408,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,8,0.00,4,0.00,12.00,1,3,2,0,0,0,1,0,0,0,0,0,0,25.00,4.00,75.00,4.00
Head To Head,1408,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2019-100mb00000000214-df216bed44bc11,David Warner,2,2.00,3,3.00,4.00,2,1,0,1,0,0,0,0,0,1,0,1,0,66.67,1.50,0.00,0.00
Head To Head,1408,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2019-100mb00000000268-22e2e3987add11,Shai Hope,3,0.00,4,0.00,4.50,2,2,1,1,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1408,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,3,0.00,2,0.00,9.00,0,2,1,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1408,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser-McGurk,15,0.00,11,0.00,8.18,6,5,2,0,1,1,1,0,0,0,0,0,0,54.55,1.83,66.67,5.50
Head To Head,1409,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1409,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,1,1.00,2,2.00,6.00,1,1,1,0,0,0,0,1,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1409,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
