KPI,MatchID,BowlerID,BowlerName,StrikerID,BatsManName,TotalRunsConceded,BowlingAverage,TotalLegalBallsBowled,BowlingSR,EconomyRate,DotBallsBowled,ScoringBalls,Ones,Twoes,Threes,Bdry4,Bdry6,Wides,NoBalls,Wickets,RunOutsDone,BowledOutsDone,StumpingsDone,BowlingDotBallPercentage,BowlingDotBallFrequency,BowlingBdryPercentage,BowlingBdryFrequency
Head To Head,1404,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad,18,0.00,12,0.00,9.00,4,8,4,1,0,3,0,0,0,0,0,0,0,33.33,3.00,66.67,4.00
Head To Head,1404,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube,6,6.00,4,4.00,9.00,3,1,0,0,0,0,1,0,0,1,0,1,0,75.00,1.33,100.00,4.00
Head To Head,1404,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2021-100mb00000000724-7645abdd460011,Rachin Ravindra,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1405,2019-100mb00000000114-8c98068c449611,Harshal Patel,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,1,1.00,6,6.00,1.00,5,1,1,0,0,0,0,0,0,1,0,0,0,83.33,1.20,0.00,0.00
Head To Head,1405,2019-100mb00000000114-8c98068c449611,Harshal Patel,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1405,2019-100mb00000000114-8c98068c449611,Harshal Patel,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,21,0.00,9,0.00,14.67,1,8,3,1,0,4,0,1,0,0,0,0,0,11.11,9.00,76.19,2.25
Head To Head,1405,2019-100mb00000000114-8c98068c449611,Harshal Patel,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,6,0.00,7,0.00,5.14,1,6,6,0,0,0,0,0,0,0,0,0,0,14.29,7.00,0.00,0.00
Head To Head,1405,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,0,0.00,3,0.00,2.00,2,0,0,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1405,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2,2.00,3,3.00,6.00,2,1,0,1,0,0,0,1,0,1,0,1,0,66.67,1.50,0.00,0.00
Head To Head,1405,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2018-100mb00000000037-4e250de6f88a11,Travis Head,20,0.00,12,0.00,10.00,6,6,0,2,0,4,0,0,0,0,0,0,0,50.00,2.00,80.00,3.00
Head To Head,1405,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1405,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,8,0.00,4,0.00,12.00,1,3,2,0,0,0,1,0,0,0,0,0,0,25.00,4.00,75.00,4.00
Head To Head,1405,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,3,0.00,2,0.00,9.00,0,2,1,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1405,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2018-100mb00000000033-d93110bbf88911,Pat Cummins,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1405,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2018-100mb00000000037-4e250de6f88a11,Travis Head,1,1.00,3,3.00,2.00,2,1,1,0,0,0,0,0,0,1,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1405,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,6,0.00,5,0.00,7.20,2,3,2,0,0,1,0,0,0,0,0,0,0,40.00,2.50,66.67,5.00
Head To Head,1405,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,0,0.00,2,2.00,0.00,2,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1405,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,12,0.00,5,0.00,15.60,1,4,2,0,0,1,1,1,0,0,0,0,0,20.00,5.00,83.33,2.50
Head To Head,1405,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,4,4.00,3,3.00,8.00,2,1,0,0,0,1,0,0,0,1,0,0,0,66.67,1.50,100.00,3.00
Head To Head,1405,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,0,0.00,3,3.00,2.00,3,0,0,0,0,0,0,1,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1405,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,6,0.00,6,0.00,7.00,2,3,2,0,0,1,0,0,0,0,0,0,0,33.33,3.00,66.67,6.00
Head To Head,1405,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,4,0.00,2,0.00,12.00,1,1,0,0,0,1,0,0,0,0,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1405,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,38,0.00,16,0.00,14.25,3,13,6,1,0,3,3,0,0,0,0,0,0,18.75,5.33,78.95,2.67
Head To Head,1405,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,3,3.00,3,3.00,6.00,1,2,1,1,0,0,0,0,0,1,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1405,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,6,0.00,1,0.00,36.00,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1405,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,4,0.00,2,0.00,12.00,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1405,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,3,0.00,3,0.00,6.00,1,2,1,1,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1405,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,10,10.00,6,6.00,11.00,4,2,0,0,0,1,1,1,0,1,0,0,0,66.67,1.50,100.00,3.00
Head To Head,1405,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1405,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,12,0.00,7,0.00,10.29,3,4,2,0,0,1,1,0,0,0,0,0,0,42.86,2.33,83.33,3.50
Head To Head,1405,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,11,11.00,11,11.00,6.55,6,4,1,1,0,2,0,0,0,1,0,0,1,54.55,1.83,72.73,5.50
Head To Head,1405,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,4,4.00,4,4.00,6.00,3,1,0,0,0,1,0,0,0,1,0,0,0,75.00,1.33,100.00,4.00
Head To Head,1405,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2019-100mb00000000191-df21803b44b711,Shashank Singh,14,0.00,5,0.00,19.20,0,5,2,0,0,3,0,2,0,0,0,0,0,0.00,0.00,85.71,1.67
Head To Head,1405,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,0,0.00,1,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1405,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,0,0.00,2,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1405,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2024-100mb00000003109-b7f98c40df9d11,Ashutosh Sharma,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1405,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,3,0.00,5,0.00,3.60,2,3,3,0,0,0,0,0,0,0,0,0,0,40.00,2.50,0.00,0.00
Head To Head,1405,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,0,0.00,2,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1405,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1405,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2019-100mb00000000191-df21803b44b711,Shashank Singh,7,0.00,4,0.00,10.50,0,4,3,0,0,1,0,0,0,0,0,0,0,0.00,0.00,57.14,4.00
Head To Head,1405,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,0,0.00,2,2.00,0.00,2,0,0,0,0,0,0,0,0,1,0,1,0,100.00,1.00,0.00,0.00
Head To Head,1405,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,2,0.00,4,0.00,3.00,2,2,2,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1405,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2024-100mb00000003109-b7f98c40df9d11,Ashutosh Sharma,9,0.00,4,0.00,13.50,1,3,1,0,0,2,0,0,0,0,0,0,0,25.00,4.00,88.89,2.00
Head To Head,1405,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,8,0.00,4,0.00,12.00,1,3,2,0,0,0,1,0,0,0,0,0,0,25.00,4.00,75.00,4.00
Head To Head,1405,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,2019-100mb00000000191-df21803b44b711,Shashank Singh,8,0.00,4,0.00,12.00,1,3,2,0,0,0,1,0,0,0,0,0,0,25.00,4.00,75.00,4.00
Head To Head,1405,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,8,8.00,7,7.00,6.86,4,3,2,0,0,0,1,0,0,1,0,0,0,57.14,1.75,75.00,7.00
Head To Head,1405,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,2022-100mb00000001000-d90666b7a44d11,Jitesh Sharma,5,0.00,4,0.00,7.50,1,3,1,2,0,0,0,0,0,0,0,0,0,25.00,4.00,0.00,0.00
Head To Head,1405,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,2024-100mb00000003109-b7f98c40df9d11,Ashutosh Sharma,17,0.00,5,0.00,24.00,0,5,1,2,0,0,2,3,0,0,0,0,0,0.00,0.00,70.59,2.50
Head To Head,1405,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,7,7.00,7,7.00,6.00,4,3,1,1,0,1,0,0,0,1,0,0,0,57.14,1.75,57.14,7.00
Head To Head,1405,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2019-100mb00000000191-df21803b44b711,Shashank Singh,14,0.00,9,0.00,9.33,2,7,4,1,0,2,0,0,0,0,0,0,0,22.22,4.50,57.14,4.50
Head To Head,1405,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1405,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2022-100mb00000001000-d90666b7a44d11,Jitesh Sharma,6,0.00,4,0.00,9.00,1,3,2,0,0,1,0,0,0,0,0,0,0,25.00,4.00,66.67,4.00
Head To Head,1405,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2024-100mb00000003109-b7f98c40df9d11,Ashutosh Sharma,5,0.00,3,0.00,10.00,1,2,1,0,0,1,0,0,0,0,0,0,0,33.33,3.00,80.00,3.00
Head To Head,1405,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,2019-100mb00000000191-df21803b44b711,Shashank Singh,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1405,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,8,0.00,4,0.00,12.00,1,3,2,0,0,0,1,0,0,0,0,0,0,25.00,4.00,75.00,4.00
Head To Head,1405,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,13,0.00,8,0.00,9.75,3,5,3,0,0,1,1,0,0,0,0,0,0,37.50,2.67,76.92,4.00
Head To Head,1405,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,2019-100mb00000000191-df21803b44b711,Shashank Singh,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1405,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,9,0.00,4,0.00,13.50,1,3,1,0,0,2,0,0,0,0,0,0,0,25.00,4.00,88.89,2.00
Head To Head,1405,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,2022-100mb00000001000-d90666b7a44d11,Jitesh Sharma,8,8.00,3,3.00,18.00,1,2,0,1,0,0,1,1,0,1,0,0,0,33.33,3.00,75.00,3.00
Head To Head,1405,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,2024-100mb00000003109-b7f98c40df9d11,Ashutosh Sharma,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1406,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2019-100mb00000000182-b78f12ef44b611,Jos Buttler,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1406,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2019-100mb00000000190-c62cbae544b711,Sanju Samson,18,0.00,7,0.00,17.14,1,6,2,1,0,2,1,2,0,0,0,0,0,14.29,7.00,77.78,2.33
Head To Head,1406,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,8,0.00,3,0.00,16.00,0,3,2,0,0,0,1,0,0,0,0,0,0,0.00,0.00,75.00,3.00
Head To Head,1406,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,18,18.00,13,13.00,8.31,8,5,0,1,0,4,0,0,0,1,0,0,0,61.54,1.63,88.89,3.25
Head To Head,1406,2019-100mb00000000100-f196053e43f611,Mohit Sharma,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,27,27.00,12,12.00,14.00,1,11,5,3,0,1,2,1,0,1,0,0,0,8.33,12.00,59.26,4.00
Head To Head,1406,2019-100mb00000000100-f196053e43f611,Mohit Sharma,2019-100mb00000000190-c62cbae544b711,Sanju Samson,15,0.00,10,0.00,10.80,2,8,5,1,0,2,0,3,0,0,0,0,0,20.00,5.00,53.33,5.00
Head To Head,1406,2019-100mb00000000100-f196053e43f611,Mohit Sharma,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1406,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2019-100mb00000000182-b78f12ef44b611,Jos Buttler,0,0.00,3,3.00,0.00,3,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1406,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,13,0.00,15,0.00,5.20,6,9,7,1,0,1,0,0,0,0,0,0,0,40.00,2.50,30.77,15.00
Head To Head,1406,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2019-100mb00000000190-c62cbae544b711,Sanju Samson,5,0.00,6,0.00,5.00,1,5,5,0,0,0,0,0,0,0,0,0,0,16.67,6.00,0.00,0.00
Head To Head,1406,2022-100mb00000000975-56f6385ba44611,Noor Ahmad,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,33,0.00,17,0.00,12.00,4,13,7,2,0,1,3,1,0,0,0,0,0,23.53,4.25,66.67,4.25
Head To Head,1406,2022-100mb00000000975-56f6385ba44611,Noor Ahmad,2019-100mb00000000190-c62cbae544b711,Sanju Samson,9,0.00,7,0.00,7.71,2,5,4,0,0,0,0,0,0,0,0,0,0,28.57,3.50,0.00,0.00
Head To Head,1406,2023-100mb00000002518-9a5f0c5357b311,Spencer Johnson,2019-100mb00000000182-b78f12ef44b611,Jos Buttler,7,0.00,6,0.00,7.00,1,5,3,2,0,0,0,0,0,0,0,0,0,16.67,6.00,0.00,0.00
Head To Head,1406,2023-100mb00000002518-9a5f0c5357b311,Spencer Johnson,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,3,0.00,4,0.00,4.50,1,3,3,0,0,0,0,0,0,0,0,0,0,25.00,4.00,0.00,0.00
Head To Head,1406,2023-100mb00000002518-9a5f0c5357b311,Spencer Johnson,2019-100mb00000000190-c62cbae544b711,Sanju Samson,21,0.00,8,0.00,15.75,1,7,3,0,0,3,1,0,0,0,0,0,0,12.50,8.00,85.71,2.00
Head To Head,1406,2023-100mb00000002518-9a5f0c5357b311,Spencer Johnson,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,6,0.00,6,0.00,6.00,3,3,2,0,0,1,0,0,0,0,0,0,0,50.00,2.00,66.67,6.00
Head To Head,1406,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,5,5.00,3,3.00,10.00,1,2,1,0,0,1,0,0,0,1,0,1,0,33.33,3.00,80.00,3.00
Head To Head,1406,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,20,20.00,10,10.00,12.60,1,9,4,2,0,3,0,1,0,1,0,0,1,10.00,10.00,60.00,3.33
Head To Head,1406,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,3,0.00,2,0.00,9.00,0,2,1,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1406,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2020-100mb00000000549-9da979d52ff211,Matthew Wade,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1406,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2021-100mb00000000590-85eaa6f291e011,Shahrukh Khan,1,0.00,2,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1406,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,11,0.00,5,0.00,13.20,1,4,1,1,0,2,0,0,0,0,0,0,0,20.00,5.00,72.73,2.50
Head To Head,1406,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,16,0.00,11,0.00,9.27,2,8,4,2,0,2,0,0,0,0,0,0,0,18.18,5.50,50.00,5.50
Head To Head,1406,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,6,0.00,3,0.00,12.00,0,3,2,0,0,1,0,0,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1406,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2021-100mb00000000590-85eaa6f291e011,Shahrukh Khan,12,0.00,4,0.00,18.00,0,4,2,0,0,1,1,0,0,0,0,0,0,0.00,0.00,83.33,2.00
Head To Head,1406,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,6,0.00,6,0.00,6.00,1,5,4,1,0,0,0,0,0,0,0,0,0,16.67,6.00,0.00,0.00
Head To Head,1406,2019-100mb00000000066-573f78a31e3711,Trent Boult,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,2,0.00,3,0.00,4.00,1,2,2,0,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1406,2019-100mb00000000066-573f78a31e3711,Trent Boult,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,6,0.00,9,0.00,4.00,6,3,2,0,0,1,0,0,0,0,0,0,0,66.67,1.50,66.67,9.00
Head To Head,1406,2019-100mb00000000109-5cc123ab449411,Avesh Khan,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,13,0.00,6,0.00,13.00,1,5,3,0,0,1,1,0,0,0,0,0,0,16.67,6.00,76.92,3.00
Head To Head,1406,2019-100mb00000000109-5cc123ab449411,Avesh Khan,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,4,4.00,3,3.00,8.00,0,3,2,1,0,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00
Head To Head,1406,2019-100mb00000000109-5cc123ab449411,Avesh Khan,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,17,0.00,7,0.00,16.29,0,7,3,1,0,3,0,2,0,0,0,0,0,0.00,0.00,70.59,2.33
Head To Head,1406,2019-100mb00000000109-5cc123ab449411,Avesh Khan,2021-100mb00000000590-85eaa6f291e011,Shahrukh Khan,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1406,2019-100mb00000000109-5cc123ab449411,Avesh Khan,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,11,0.00,6,0.00,11.00,1,5,3,1,0,0,1,0,0,0,0,0,0,16.67,6.00,54.55,6.00
Head To Head,1406,2019-100mb00000000347-a1e95770e42911,Keshav Maharaj,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1406,2019-100mb00000000347-a1e95770e42911,Keshav Maharaj,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,13,0.00,8,0.00,9.75,2,6,3,2,0,0,1,0,0,0,0,0,0,25.00,4.00,46.15,8.00
Head To Head,1406,2019-100mb00000000347-a1e95770e42911,Keshav Maharaj,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1406,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,9,0.00,5,0.00,12.00,2,3,1,0,0,2,0,1,0,0,0,0,0,40.00,2.50,88.89,2.50
Head To Head,1406,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,8,0.00,6,0.00,8.00,0,6,4,2,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1406,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,9,0.00,3,0.00,20.00,0,3,1,0,0,2,0,1,0,0,0,0,0,0.00,0.00,88.89,1.50
Head To Head,1406,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,7,0.00,3,0.00,20.00,0,3,1,1,0,1,0,1,1,0,0,0,0,0.00,0.00,57.14,3.00
Head To Head,1406,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen,2020-100mb00000000549-9da979d52ff211,Matthew Wade,2,2.00,4,4.00,4.50,2,2,2,0,0,0,0,1,0,1,0,1,0,50.00,2.00,0.00,0.00
Head To Head,1406,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen,2022-100mb00000000974-314d9cf0a44611,Abhinav Manohar,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,1,0,50.00,2.00,0.00,0.00
Head To Head,1406,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2018-100mb00000000013-1031ba8ae99c11,Dinesh Karthik,7,0.00,2,0.00,21.00,0,2,1,0,0,0,1,0,0,0,0,0,0,0.00,0.00,85.71,2.00
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,0,0.00,3,3.00,0.00,3,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis,4,4.00,5,5.00,6.00,1,3,2,1,0,0,0,0,0,1,0,0,0,20.00,5.00,0.00,0.00
Head To Head,1407,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2019-100mb00000000184-117a285844b711,Mahipal Lomror,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
